TestID;Bars;FinishingType;Machine1;SelectedRule;Filmnumber;Description;Shape;LongFace;ShortFace;DifficultArtwork;Transparant
MF101264-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101264;Diameter 104mm;Deksel rond;104,02;104,02;1;0
MF101264-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101264;Diameter 104mm;Deksel rond;104,02;104,02;1;1
MF101264-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101264;Diameter 104mm;Deksel rond;104,02;104,02;0;0
MF101264-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101264;Diameter 104mm;Deksel rond;104,02;104,02;0;1
MF101266-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF101266;Lerum base 600g;Banderole ronde pot;336,95;62,11;1;0
MF101266-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF101266;Lerum base 600g;Banderole ronde pot;336,95;62,11;1;1
MF101266-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF101266;Lerum base 600g;Banderole ronde pot;336,95;62,11;0;0
MF101266-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF101266;Lerum base 600g;Banderole ronde pot;336,95;62,11;0;1
MF101301-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101301;Bottom rond diam 69mm / YRL Lid Ø69mm;Deksel rond;69;69;1;0
MF101301-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101301;Bottom rond diam 69mm / YRL Lid Ø69mm;Deksel rond;69;69;1;1
MF101301-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101301;Bottom rond diam 69mm / YRL Lid Ø69mm;Deksel rond;69;69;0;0
MF101301-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101301;Bottom rond diam 69mm / YRL Lid Ø69mm;Deksel rond;69;69;0;1
MF101305-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF101305;Envase 520ML;Banderole ronde pot;267,84;99,18;1;0
MF101305-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF101305;Envase 520ML;Banderole ronde pot;267,84;99,18;1;1
MF101305-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF101305;Envase 520ML;Banderole ronde pot;267,84;99,18;0;0
MF101305-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF101305;Envase 520ML;Banderole ronde pot;267,84;99,18;0;1
MF101311-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF101311;Envase ICFC 900ML - IJSPALEIS 900ML TUB;Driezijdig;205;146,2;1;0
MF101311-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF101311;Envase ICFC 900ML - IJSPALEIS 900ML TUB;Driezijdig;205;146,2;1;1
MF101311-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF101311;Envase ICFC 900ML - IJSPALEIS 900ML TUB;Driezijdig;205;146,2;0;0
MF101311-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF101311;Envase ICFC 900ML - IJSPALEIS 900ML TUB;Driezijdig;205;146,2;0;1
MF101344-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101344;Vlak deksel TPS079-D;Deksel rechthoekig;67,68;67,68;1;0
MF101344-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101344;Vlak deksel TPS079-D;Deksel rechthoekig;67,68;67,68;1;1
MF101344-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101344;Vlak deksel TPS079-D;Deksel rechthoekig;67,68;67,68;0;0
MF101344-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101344;Vlak deksel TPS079-D;Deksel rechthoekig;67,68;67,68;0;1
MF101365-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF101365;Seau 500 ml;Banderole ronde pot;276,18;121,2;1;0
MF101365-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF101365;Seau 500 ml;Banderole ronde pot;276,18;121,2;1;1
MF101365-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF101365;Seau 500 ml;Banderole ronde pot;276,18;121,2;0;0
MF101365-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF101365;Seau 500 ml;Banderole ronde pot;276,18;121,2;0;1
MF101386-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;23;MF101386;Envase 155ml;Banderole ronde pot;193,303;53,95;1;0
MF101386-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF101386;Envase 155ml;Banderole ronde pot;193,303;53,95;1;1
MF101386-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;25;MF101386;Envase 155ml;Banderole ronde pot;193,303;53,95;0;0
MF101386-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF101386;Envase 155ml;Banderole ronde pot;193,303;53,95;0;1
MF101395-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF101395;Envase 140ml;Banderole ronde pot;180,104;51,04;1;0
MF101395-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF101395;Envase 140ml;Banderole ronde pot;180,104;51,04;1;1
MF101395-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF101395;Envase 140ml;Banderole ronde pot;180,104;51,04;0;0
MF101395-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF101395;Envase 140ml;Banderole ronde pot;180,104;51,04;0;1
MF101440-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF101440;Envase 330ml;Banderole ronde pot;254,68;63,16;1;0
MF101440-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101440;Envase 330ml;Banderole ronde pot;254,68;63,16;1;1
MF101440-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF101440;Envase 330ml;Banderole ronde pot;254,68;63,16;0;0
MF101440-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101440;Envase 330ml;Banderole ronde pot;254,68;63,16;0;1
MF101445-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101445;EC 110 LID;Deksel ovaal;92,8;62,8;1;0
MF101445-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101445;EC 110 LID;Deksel ovaal;92,8;62,8;1;1
MF101445-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101445;EC 110 LID;Deksel ovaal;92,8;62,8;0;0
MF101445-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101445;EC 110 LID;Deksel ovaal;92,8;62,8;0;1
MF101474-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF101474;5103 BASE;Banderole ronde pot;192;90;1;0
MF101474-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF101474;5103 BASE;Banderole ronde pot;192;90;1;1
MF101474-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF101474;5103 BASE;Banderole ronde pot;192;90;0;0
MF101474-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF101474;5103 BASE;Banderole ronde pot;192;90;0;1
MF101541-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF101541;LID 2L;Deksel rechthoekig;178,5;141,51;1;0
MF101541-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101541;LID 2L;Deksel rechthoekig;178,5;141,51;1;1
MF101541-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF101541;LID 2L;Deksel rechthoekig;178,5;141,51;0;0
MF101541-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101541;LID 2L;Deksel rechthoekig;178,5;141,51;0;1
MF101632-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101632;1180ML LID - DCD0809_06_0053/L;Deksel rond;117;117;1;0
MF101632-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101632;1180ML LID - DCD0809_06_0053/L;Deksel rond;117;117;1;1
MF101632-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101632;1180ML LID - DCD0809_06_0053/L;Deksel rond;117;117;0;0
MF101632-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101632;1180ML LID - DCD0809_06_0053/L;Deksel rond;117;117;0;1
MF101644-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;23;MF101644;POT 170ML - 1002;Banderole ronde pot;223,47;60,9;1;0
MF101644-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF101644;POT 170ML - 1002;Banderole ronde pot;223,47;60,9;1;1
MF101644-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;25;MF101644;POT 170ML - 1002;Banderole ronde pot;223,47;60,9;0;0
MF101644-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF101644;POT 170ML - 1002;Banderole ronde pot;223,47;60,9;0;1
MF101657-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF101657;5670 base;Banderole rechthoekige pot;271,21;90;1;0
MF101657-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101657;5670 base;Banderole rechthoekige pot;271,21;90;1;1
MF101657-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF101657;5670 base;Banderole rechthoekige pot;271,21;90;0;0
MF101657-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101657;5670 base;Banderole rechthoekige pot;271,21;90;0;1
MF101687-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF101687;INLEGBLAD VIERKANT 2KG BEDRUKT;Deksel rechthoekig;165;165;1;0
MF101687-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101687;INLEGBLAD VIERKANT 2KG BEDRUKT;Deksel rechthoekig;165;165;1;1
MF101687-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF101687;INLEGBLAD VIERKANT 2KG BEDRUKT;Deksel rechthoekig;165;165;0;0
MF101687-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101687;INLEGBLAD VIERKANT 2KG BEDRUKT;Deksel rechthoekig;165;165;0;1
MF101688-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101688;Philips;Deksel diverse;102,49;91,86;1;0
MF101688-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101688;Philips;Deksel diverse;102,49;91,86;1;1
MF101688-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101688;Philips;Deksel diverse;102,49;91,86;0;0
MF101688-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101688;Philips;Deksel diverse;102,49;91,86;0;1
MF101711-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF101711;280 ML BASE;Banderole ronde pot;264,6;52,9;1;0
MF101711-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101711;280 ML BASE;Banderole ronde pot;264,6;52,9;1;1
MF101711-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF101711;280 ML BASE;Banderole ronde pot;264,6;52,9;0;0
MF101711-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF101711;280 ML BASE;Banderole ronde pot;264,6;52,9;0;1
MF101743-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF101743;M828 Deksel M828 - Brunch;Deksel rechthoekig;179,5;124,2;1;0
MF101743-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101743;M828 Deksel M828 - Brunch;Deksel rechthoekig;179,5;124,2;1;1
MF101743-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF101743;M828 Deksel M828 - Brunch;Deksel rechthoekig;179,5;124,2;0;0
MF101743-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF101743;M828 Deksel M828 - Brunch;Deksel rechthoekig;179,5;124,2;0;1
MF101767-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101767;BA 425-600ml COUVERCLE;Deksel rechthoekig;124,68;84,28;1;0
MF101767-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101767;BA 425-600ml COUVERCLE;Deksel rechthoekig;124,68;84,28;1;1
MF101767-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101767;BA 425-600ml COUVERCLE;Deksel rechthoekig;124,68;84,28;0;0
MF101767-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101767;BA 425-600ml COUVERCLE;Deksel rechthoekig;124,68;84,28;0;1
MF101800-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101800;8580 - Remia Lid;Deksel rechthoekig;72,5;72;1;0
MF101800-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101800;8580 - Remia Lid;Deksel rechthoekig;72,5;72;1;1
MF101800-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101800;8580 - Remia Lid;Deksel rechthoekig;72,5;72;0;0
MF101800-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF101800;8580 - Remia Lid;Deksel rechthoekig;72,5;72;0;1
MF101817-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101817;267 250g DOB Welle;Diverse;118,4;75,99;1;0
MF101817-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101817;267 250g DOB Welle;Diverse;118,4;75,99;1;1
MF101817-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101817;267 250g DOB Welle;Diverse;118,4;75,99;0;0
MF101817-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF101817;267 250g DOB Welle;Diverse;118,4;75,99;0;1
MF101826-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF101826;MF101826;Deksel rond;138;138;1;0
MF101826-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF101826;MF101826;Deksel rond;138;138;1;1
MF101826-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF101826;MF101826;Deksel rond;138;138;0;0
MF101826-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF101826;MF101826;Deksel rond;138;138;0;1
MF102173-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102173;2011 LID 400G;Deksel rechthoekig;114;79,3;1;0
MF102173-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102173;2011 LID 400G;Deksel rechthoekig;114;79,3;1;1
MF102173-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102173;2011 LID 400G;Deksel rechthoekig;114;79,3;0;0
MF102173-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102173;2011 LID 400G;Deksel rechthoekig;114;79,3;0;1
MF102175-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102175;2009 KAVLI 500G LID;Deksel rechthoekig;131,12;94,55;1;0
MF102175-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102175;2009 KAVLI 500G LID;Deksel rechthoekig;131,12;94,55;1;1
MF102175-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102175;2009 KAVLI 500G LID;Deksel rechthoekig;131,12;94,55;0;0
MF102175-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102175;2009 KAVLI 500G LID;Deksel rechthoekig;131,12;94,55;0;1
MF102201-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF102201;BOLDER LID Unilever;Deksel rechthoekig;174,91;112,39;1;0
MF102201-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF102201;BOLDER LID Unilever;Deksel rechthoekig;174,91;112,39;1;1
MF102201-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF102201;BOLDER LID Unilever;Deksel rechthoekig;174,91;112,39;0;0
MF102201-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF102201;BOLDER LID Unilever;Deksel rechthoekig;174,91;112,39;0;1
MF102255-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF102255;Pot 236/95;Banderole ronde pot;267,04;72,55;1;0
MF102255-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF102255;Pot 236/95;Banderole ronde pot;267,04;72,55;1;1
MF102255-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF102255;Pot 236/95;Banderole ronde pot;267,04;72,55;0;0
MF102255-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF102255;Pot 236/95;Banderole ronde pot;267,04;72,55;0;1
MF102290-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102290;EC 132 LID;Deksel ovaal;114,7;78,11;1;0
MF102290-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102290;EC 132 LID;Deksel ovaal;114,7;78,11;1;1
MF102290-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102290;EC 132 LID;Deksel ovaal;114,7;78,11;0;0
MF102290-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF102290;EC 132 LID;Deksel ovaal;114,7;78,11;0;1
MF102291-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102291;EC132-275CUP;Driezijdig;130,54;87,78;1;0
MF102291-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102291;EC132-275CUP;Driezijdig;130,54;87,78;1;1
MF102291-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102291;EC132-275CUP;Driezijdig;130,54;87,78;0;0
MF102291-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102291;EC132-275CUP;Driezijdig;130,54;87,78;0;1
MF102292-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;15;MF102292;EC 132-510 CUP;Driezijdig;187,19;87,78;1;0
MF102292-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;10;MF102292;EC 132-510 CUP;Driezijdig;187,19;87,78;1;1
MF102292-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;15;MF102292;EC 132-510 CUP;Driezijdig;187,19;87,78;0;0
MF102292-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;10;MF102292;EC 132-510 CUP;Driezijdig;187,19;87,78;0;1
MF102317-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102317;Ø55,81mm Lid;Deksel rond;55,81;55,81;1;0
MF102317-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102317;Ø55,81mm Lid;Deksel rond;55,81;55,81;1;1
MF102317-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102317;Ø55,81mm Lid;Deksel rond;55,81;55,81;0;0
MF102317-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102317;Ø55,81mm Lid;Deksel rond;55,81;55,81;0;1
MF102351-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF102351;DETR 110;Deksel rechthoekig;228;140;1;0
MF102351-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF102351;DETR 110;Deksel rechthoekig;228;140;1;1
MF102351-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF102351;DETR 110;Deksel rechthoekig;228;140;0;0
MF102351-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF102351;DETR 110;Deksel rechthoekig;228;140;0;1
MF102358-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF102358;TUB 385 ML - EMBALLATOR THYPL.;Banderole ronde pot;262,2;68,6;1;0
MF102358-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF102358;TUB 385 ML - EMBALLATOR THYPL.;Banderole ronde pot;262,2;68,6;1;1
MF102358-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF102358;TUB 385 ML - EMBALLATOR THYPL.;Banderole ronde pot;262,2;68,6;0;0
MF102358-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF102358;TUB 385 ML - EMBALLATOR THYPL.;Banderole ronde pot;262,2;68,6;0;1
MF102366-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102366;K50167 - Bottom for box 5631;Deksel rechthoekig;153,9;89,9;1;0
MF102366-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102366;K50167 - Bottom for box 5631;Deksel rechthoekig;153,9;89,9;1;1
MF102366-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102366;K50167 - Bottom for box 5631;Deksel rechthoekig;153,9;89,9;0;0
MF102366-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF102366;K50167 - Bottom for box 5631;Deksel rechthoekig;153,9;89,9;0;1
MF102389-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102389;MONOPORTION LID Unilever;Deksel diverse;56,9;50,72;1;0
MF102389-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102389;MONOPORTION LID Unilever;Deksel diverse;56,9;50,72;1;1
MF102389-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102389;MONOPORTION LID Unilever;Deksel diverse;56,9;50,72;0;0
MF102389-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF102389;MONOPORTION LID Unilever;Deksel diverse;56,9;50,72;0;1
MF102390-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102390;MONOPORTION TUB Unilever;Driezijdig;142,44;79,23;1;0
MF102390-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102390;MONOPORTION TUB Unilever;Driezijdig;142,44;79,23;1;1
MF102390-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102390;MONOPORTION TUB Unilever;Driezijdig;142,44;79,23;0;0
MF102390-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102390;MONOPORTION TUB Unilever;Driezijdig;142,44;79,23;0;1
MF102403-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102403;DEKSEL ST AGUR;Veelhoek/Trapezium/...;82,68;72,55;1;0
MF102403-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102403;DEKSEL ST AGUR;Veelhoek/Trapezium/...;82,68;72,55;1;1
MF102403-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102403;DEKSEL ST AGUR;Veelhoek/Trapezium/...;82,68;72,55;0;0
MF102403-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102403;DEKSEL ST AGUR;Veelhoek/Trapezium/...;82,68;72,55;0;1
MF102447-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF102447;32 OZ Becher (Technimark);Banderole ronde pot;306,02;177,32;1;0
MF102447-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF102447;32 OZ Becher (Technimark);Banderole ronde pot;306,02;177,32;1;1
MF102447-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF102447;32 OZ Becher (Technimark);Banderole ronde pot;306,02;177,32;0;0
MF102447-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;33;MF102447;32 OZ Becher (Technimark);Banderole ronde pot;306,02;177,32;0;1
MF102623-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF102623;DETQ 50 = DETQ 51;Deksel rechthoekig;163,66;163,66;1;0
MF102623-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF102623;DETQ 50 = DETQ 51;Deksel rechthoekig;163,66;163,66;1;1
MF102623-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF102623;DETQ 50 = DETQ 51;Deksel rechthoekig;163,66;163,66;0;0
MF102623-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF102623;DETQ 50 = DETQ 51;Deksel rechthoekig;163,66;163,66;0;1
MF102628-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102628;M829 - koekjesdoos gestanst;Deksel rechthoekig;68,6;58,4;1;0
MF102628-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102628;M829 - koekjesdoos gestanst;Deksel rechthoekig;68,6;58,4;1;1
MF102628-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102628;M829 - koekjesdoos gestanst;Deksel rechthoekig;68,6;58,4;0;0
MF102628-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF102628;M829 - koekjesdoos gestanst;Deksel rechthoekig;68,6;58,4;0;1
MF102660-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102660;BQ croc apéro;Driezijdig;157,65;95,5;1;0
MF102660-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102660;BQ croc apéro;Driezijdig;157,65;95,5;1;1
MF102660-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF102660;BQ croc apéro;Driezijdig;157,65;95,5;0;0
